act_s,count,act
"Chhattisgarh Krishi Upaj Mandi Act, 1972",62,4414
"Chhattisgarh Minor Mineral Rules, 2015",10,4415
"Chhattisgarh Municipal Corporation Act,",17,4416
"Chhattisgarh Municipal Corporation Act, 1956",5,4417
"Chhattisgarh Nagar Tatha Gram Nivesh Adhiniyam 1973",8,4418
"Chhattisgarh Noise Pollution Control Act, 1985",6,4419
"Chhattisgarh Protection Of Depositors Interest Act 2005",2,4420
"Chhattisgarh Public Examination (unfair means Prevention) Act 2008",3,4421
"Chhattisgarh Registration Act, 1908",2,4422
"Chhattisgarh Special Public Safety Act,",360,4423
"Chhattisgarh Tonhi Atrocities (Prevention) Act,",1,4424
"Chhattisgarh Tonhi Atrocities (Prevention) Act.",7,4425
"Chhattisgarh farmer Animal Preservation Act, 2004",10,4426
"Chhattisgarhi Krishi Upaj Mandi Act-1972",53,4427
"Chhattishgarh Special Persons Security Act 2005",1,4428
"Chhota Nagpur Tenancy Act ,C N T",3,4429
"Chhotanagpur Tenancy Act",80,4430
"Chikitsya Shiksha Sanstha (Niyantran) Adhiniyam 1973",3,4431
"Child Act",55,4432
"Child Care and Protection Act,",4,4433
"Child Justice Care and Protection Act, 2000",21,4434
"Child Labaour Act",1,4435
"Child Labor (Prohibition and Regulation) Act",15,4436
"Child Labor Act 1986",4305,4437
"Child Labour (Prohibition and Control) Act 1986",15,4438
"Child Labour (Prohibition and Regulation) Act",3707,4439
"Child Labour (Prohibition and Regulation) Act 1986",1453,4440
"Child Labour (Prohibition and Regulation) Act, 1986",2,4441
"Child Labour (Prohibition and Regulation) Rules",6,4442
"Child Labour (Prohibition and Regultion) Act, 1986",1,4443
"Child Labour (Restriction & Regulation) Act 1986",1,4444
"Child Labour ACt 1986",4,4445
"Child Labour Act",1089,4446
"Child Labour Act  \",56,4447
"Child Labour Act 1986",15,4448
"Child Labour Act \",15,4449
"Child Labour Act.",1,4450
"Child Labour Amendment Act 2016",2,4451
"Child Labour Prevention and Control Act 1986",1,4452
"Child Labour Prevention and Regulation Act",2,4453
"Child Labour Prevention and Regulation Act, 1986",1,4454
"Child Labour Prohibation and Regulation",1,4455
"Child Labour Prohibition Act",7,4456
"Child Labour Prohibition and Regulation Act",88,4457
"Child Labour Prohibition and Regulation Act 1986",2,4458
"Child Labour Prohibition and Regulation Act, 1986",18,4459
"Child Labour prohibition and regulation Act 1986",4,4460
"Child Marriage",1,4461
"Child Marriage Act",278,4462
"Child Marriage Act 2006",3,4463
"Child Marriage Act,2006",1,4464
"Child Marriage Prevention Act",1,4465
"Child Marriage Prohibition Act 2006",4,4466
"Child Marriage Restain Act.",1,4467
"Child Marriage Restrain Act",1,4468
"Child Marriage Restrain Act,1929",1,4469
"Child Marriage Restraint Act",8,4470
"Child Marriage Restraint Act 1929",219,4471
"Child Marriage Restraint Act 1929\",90,4472
"Child Marriage Restraint Act 2006",1,4473
"Child Marriage Restraint Act, 1929",1,4474
"Child Marriage Restraint Act,1929",1,4475
"Child Marriage Restraint Act.",1,4476
"Child Marriage Restraint Act.(under section 9,10)",2,4477
"Child Marriage act 206 U/s 10 11",1,4478
"Child Marriege Act 2006",1,4479
"Child Marrige Probehitation 2006",2,4480
"Child Protection Act",7,4481
"Child Protection Act 2000",54,4482
"Child Security Act",4,4483
"Child and Adolescent Labour (prohibition and regulation) act-1986",8,4484
"Child labour Act",104,4485
"Child marriage act",4,4486
"ChildLabour(ProhibitionandRegulation)Act",112,4487
"Children (Pledging of Labour) Act",196,4488
"Children (Pledging of Labour) Act 1933",6,4489
"Children Act Bihar",1,4490
"Children Act, 1972 (Kerala)",26,4491
"Children Act,(Bihar)",283,4492
"Children Marriage Act",2,4493
"Children Pledging of Labour Act",2,4494
"Children Protection Act",109,4495
"Children Rules (Maharashtra)",340,4496
"Children(PledgingofLabour)Act",24,4497
"Chiled Labour Act 1986",1,4498
"Chirstian Marriage Act",1,4499
"Chit Funds Act",1962,4500
"Chit Funds Act 1982",1,4501
"Chit Funds Act, 1982",78,4502
"Chit Prize Money Circulation Act",1,4503
"Chit fund Acts 1982",3,4504
"ChitFundsAct",79,4505
"Chits Fund Act",22,4506
"Chitties Act, 1975 (Kerala)",23,4507
"Chota Nagpur Encumbered Estates Act",49,4508
"Chotanagpur Tenancy (CNT) Act",1,4509
"Chotanagpur Tenancy Act",3,4510
"Chowkidari Act",2,4511
"Christian Divorce Act 1869",6,4512
"Christian Law",178,4513
"Christian Marriage & Divorce Act",1,4514
"Christian Marriage Act",21,4515
"Christian Marriage Act 1872",8,4516
"Christian Marriage Act, 1872",230,4517
"Church of Scotland Kirk Sessions Act",198,4518
"Cigarate Regulation Act",79,4519
"Cigarate and other tobacco product act",6,4520
"Cigaratte and Other Tobacco Products Act 2003",108,4521
"Cigarattes and Other Tobacco Products Act, 2003",7,4522
"Cigaret and Other Tobacco Prevention Act",11,4523
"Cigarette And Other Tobacco Products Acts, 2003",807,4524
"Cigarette Other Tobacco Production Act",2,4525
"Cigarette Regulation Act 1975",1,4526
"Cigarette Tobacco Products Act",19,4527
"Cigarette and Other  Tobacco Products Act,2003",27,4528
"Cigarette and Other Tobacco Product Act (COPTA)",11,4529
"Cigarette and Other Tobacco Product Act 2003",96,4530
"Cigarette and Other Tobacco Product Acts 2003",30,4531
"Cigarette and Other Tobacco Products Act",710,4532
"Cigarette and Other Tobacco Products Act, 2003",251,4533
"Cigarette and Other Tobacco Products Acts, 2003",17,4534
"Cigarette and Other Tobacco products Act, 2003",2714,4535
"Cigarette and Other Tobacco products Act,2003",10,4536
"Cigarette and Other Tobaccoproducts Act,2003",46,4537
"Cigarette and Other Tobocco Products Act",72,4538
"Cigarette and Tabacco Act",1,4539
"Cigarette and Tobacco Act",16,4540
"Cigarette and other Tobacco Products Act, 2003",541,4541
"Cigarette and other Tobaco Products Act",5,4542
"Cigarette and other tobacco Products Act,2003",161,4543
"Cigarette and tobacco products act 2003",29,4544
"Cigarettes (Regulation of Production, Supply and  Distribution) Act",372,4545
"Cigarettes (Regulation of Production, Supply and Distribution) Act",34,4546
"Cigarettes and Other Tobacco Products Act",1,4547
"Cigarettes and Other Tobacco Products Act (COTPA)",177,4548
"Cigarettes and Other Tobacco Products Act 2003",16,4549
"Cigarettes and other  Tobacco Product Act 2003.",23,4550
"Cigarettes and other Tobacco Products (Prohibition of Advertisement and Regulation of Trade and Comm",3090,4551
"Cigarettes and other Tobacco Products Act 2003.",1,4552
"Cigarettes and other Tobacco Products Packaging and Labelling Act, 2008",10,4553
"Cigarettes and other Tobacco Products Prohibition of Advertisement and Regulation of Trade and Comm",3,4554
"Cigarettes and other Tobacco products Act 2003",12,4555
"Cigarettes and other tobacco products Act 2003.",6,4556
"Cigarettes/TobaccoProductsAct",8487,4557
"Cigarret and other Tobacco Products Act",40,4558
"Cigarrets and Other Tobacco Products Act,2003",293,4559
"Cigerette and Other Tobacco Products Act,2003.",19,4560
"Cigeretts and Other Tubacco Products Prohibition Act",25,4561
"Cigrates and Other Tobacco Products Act",66,4562
"Cigrette and Other Tobacco Products Act",6,4563
"Cine",1,4564
"Cine Workers Welfare Fund Act",1,4565
"Cine Workers and Cinema Theatre Workers (Regulation of Employment) Act",2,4566
"Cine-Workers Welfare Cess Act",95,4567
"Cine-Workers Welfare Cess Act 1981",2,4568
"Cine-Workers Welfare Fund Act",9934,4569
"Cine-Workers and Cinema Theatre Workers  (Regulation of  Employment) Act",195,4570
"Cine-Workers and Cinema Theatre Workers (Regulation of Employment) Act",6,4571
"Cine-Workers and Cinema Theatre Workers (Regulation of Employment) Act, 1981",1,4572
"Cine-Workers and Cinema1981",1,4573
"Cine-WorkersWelfareCessAct",12,4574
"Cine-WorkersWelfareFundAct",17,4575
"Cine-WorkersandCinemaTheatreWorkers(RegulationofEmployment)Act",6,4576
"Cinema Act",4,4577
"Cinema Regulation Act",1,4578
"Cinemas (Regulation) Act (Bihar)",1155,4579
"Cinemas (Regulation) Act (Maharashtra)",53,4580
"Cinemas (Regulation) Act, 1958 (Kerala)",60,4581
"Cinemas (Regulation) Rules (Bihar)",538,4582
"Cinemas Regulation Act",1,4583
"Cinemas Regulation Act Bihar",4,4584
"Cinemas Regulation Rules Bihar",2,4585
"Cinematograph Act",789,4586
"Cinematograph Act, 1952",135,4587
"Cinematograph Act, 1989 (1933 A.D.)",27,4588
"CinematographAct",19,4589
"Cinematographic Act",1,4590
"Cinematography Act",2,4591
"Cinematography Act, 1952",1,4592
"Citation",1,4593
"Citizenship (Registration of Citizens and Issue of National Identity Cards) Rules",1,4594
"Citizenship Act",1519,4595
"Citizenship Act, 1955",6,4596
"CitizenshipAct",15,4597
"City Civil Court Act, 1953",224,4598
"City Corporation Act",17,4599
"City Police Act",733,4600
"City Tenancy Protection Act",4,4601
"City of Bombay Municipal (Supplementary) Act",78,4602
"City of Panaji Corporation Act",4,4603
"CityTenancyProtectionAct",385,4604
"Civil",10441,4605
"Civil  Proceeding Act",7,4606
"Civil Act",1,4607
"Civil Appeal",645,4608
"Civil Appeal Decree",4,4609
"Civil Appeal Order",1,4610
"Civil Appl.",181,4611
"Civil Avition Act 1982.",3,4612
"Civil Cases",93776,4613
"Civil Cases \",4321,4614
"Civil Code Procedure",1015,4615
"Civil Court Act",3,4616
"Civil Courts (Law to Be Observed)",1,4617
"Civil Courts Act",42,4618
"Civil Courts Act 1958",11910,4619
"Civil Courts Act, 1957 (Kerala)",3700,4620
"Civil Courts Act, 1957 Kerala",1,4621
"Civil Courts Act, Svt. 1977 (1920 A.D.)",15103,4622
"Civil Death",5,4623
"Civil Defence Act",38458,4624
"Civil Defence Act 1968",7,4625
"Civil Defence Act, 1968",1,4626
"Civil Exe",7,4627
"Civil Exe-",35,4628
"Civil Execution",116,4629
"Civil Execution Act",11,4630
"Civil Execution Miss (Exe. Related)",4,4631
"Civil Executive",3,4632
"Civil Liability for nuclear damage Act",7,4633
"Civil MJC",69,4634
"Civil Misc",95,4635
"Civil Misc 22/70",202,4636
"Civil Misc Act.",8,4637
"Civil Misc.",283,4638
"Civil Misc. Appeal",238,4639
"Civil Miscllaneous (41)",3,4640
"Civil Mislaneous",43,4641
"Civil Original",266,4642
"Civil Proc Act",57,4643
"Civil Proceding Code",370,4644
"Civil Proceding Code Act 1908",74,4645
"Civil Procedural Case",328,4646
"Civil Procedural Code",3974,4647
"Civil Procedure",517,4648
"Civil Procedure Act",1301,4649
"Civil Procedure Code",1746442,4650
"Civil Procedure Code 1908",34795,4651
"Civil Procedure Code Act",5547,4652
"Civil Procedure Code Act 1908",497,4653
"Civil Procedure Code Act, 1908",87,4654
"Civil Procedure Code \",43481,4655
"Civil Procedure Code of 24",2295,4656
"Civil Procedure Code(CPC)",458,4657
"Civil Procedure Code, 1908",240746,4658
"Civil Procedure Codes",1,4659
"Civil Procedure Court",453,4660
"Civil Procedure code",2456,4661
"Civil Procedure code, 1908",3,4662
"Civil Procedure codes",152801,4663
"Civil Proceedure Act",276,4664
"Civil Proceedure Code",4,4665
"Civil Proceedure code",276,4666
"Civil Procidure code",110,4667
"Civil Procuder Code",38,4668
"Civil Procudure Code",210,4669
"Civil Producer Code",144,4670
"Civil Rules and Order",4,4671
"Civil Rules of Practice, 1971",1,4672
"Civil Rules of Practice, 1971 (Kerala)",3382,4673
"Civil Rules of Practice, 1971 Kerala",1,4674
"Civil Servants (Removal of Doubts & Declaration of Rights) Act",52,4675
"Civil Servants (Removal of Doubts &amp; Declaration of Rights) Act",3,4676
"Civil Services",7,4677
"Civil Services (Vigilance Tribunal) Rules, 1960 (Kerala)",23,4678
"Civil Suit",841,4679
"Civil Suit U/O 7 Rule 1 CPC",106,4680
"Civil Suite",369,4681
"Civil Suits",48,4682
"Civil miscellaneous appel act",11,4683
"Civil procedure Code",5387,4684
"Civil procedure code",3073,4685
"Civil procedure code act",120,4686
"Civil suit",201,4687
"Civil(Execution)",1,4688
"CivilDefenceAct",9033,4689
"CivilProcedureCode",79,4690
"Claim for Maintanance Allowance Act",16,4691
"Clarification",4,4692
"Clinical Establishment ( Registration and Regulation ) Act 2010",2,4693
"Clinical Registration Regulation Act",28,4694
"Co",50,4695
"Co Operative Societies Act (Maharashtra)",498,4696
"Co operative   socities Act",1,4697
"Co-operative Societies (Amaendment)Act(Bihar)",453,4698
"Co-operative Societies (amendment and Validation)Act",944,4699
"Co-operative Societies Act",10510,4700
"Co-operative Societies Act 1960",2,4701
"Co-operative Societies Act(B,& O.)(Bihar)",116,4702
"Co-operative Societies Rules(Bihar)",99,4703
"Co-operative Societies(Amaendment)Act(Bihar)",44,4704
"Co-operativeSocietiesAct",547,4705
"Co.operativeSocietiesAct",2,4706
"Coal Bearing Areas (Acquisition and Development) Act",394,4707
"Coal Bearing Areas (Acquisition and Development) Amendment  and Validation Act",138,4708
"Coal Bearing Areas (Acquisition and Development) Amendment and Validation Act",7,4709
"Coal Bearing Areas Act 1957",101,4710
"Coal Bearing Areas(Acquisition and development ) Act 1957",193,4711
"Coal Control Order Bihar",4,4712
"Coal Control Order(Bihar)",427,4713
"Coal India (Regulation of Transfer and Validation) Act",1,4714
"Coal India (Regulation of Transfers and Validation) Act",75,4715
"Coal Mines (Conservation and Development) Act",76,4716
"Coal Mines (Conservation and Development) Act 1974",7,4717
"Coal Mines (Conservation and Development) Rules",1,4718
"Coal Mines (Nationalisation) Act",87,4719
"Coal Mines (Nationalisation) Act 1973",2,4720
"Coal Mines (Special Provisions) Act, 2015",1,4721
"Coal Mines (Taking Over of Management) Act",36,4722
"Coal Mines (Taking Over of Management) Act 1973",1,4723
"Coal Mines Act",18,4724
"Coal Mines Conservation and Development Act",1,4725
"Coal Mines Labour Welfare Fund (Repeal) Act",29,4726
"Coal Mines Labour Welfare Fund (Repeal) Act 1986",1,4727
"Coal Mines Nationalisation Act",1,4728
"Coal Mines Provident Fund and Miscellaneous Provisions Act",166,4729
"Coal mine regulation act",1,4730
"CoalBearingAreas(AcquisitionandDevelopment)AmendmentandValidationAct",663,4731
"Coast Guard Act",71,4732
"CoastGuardAct",17,4733
"Coastal Acquaculture Authority Act",3,4734
"Coastal Aquaculture Authority Act",65,4735
"CoastalAquacultureAuthorityAct",243,4736
"Coasting Vessels Act",134,4737
"CoastingVesselsAct",145,4738
"Cochin University Act, 1971 (Kerala)",21,4739
"Coconut Development Board Act",3666,4740
"Coconut Development Board Act 1979",2,4741
"CoconutDevelopmentBoardAct",1138,4742
"Code Of Civil Procedure",37816,4743
"Code of  Civil Procedure code",1213,4744
"Code of Civil  Procedure",179,4745
"Code of Civil Procedire (Uttarachal amendment) Act 2005",5,4746
"Code of Civil Procedure",2679956,4747
"Code of Civil Procedure (Uttaranchal Amendment ) Act, 2005",13,4748
"Code of Civil Procedure (Uttaranchal Amendment) Act, 2005",467,4749
"Code of Civil Procedure 1908",324682,4750
"Code of Civil Procedure Act.",4,4751
"Code of Civil Procedure(Uttaranchal Amendment )Act,2005",1,4752
"Code of Civil Procedure, 1908",1295,4753
"Code of Civil Proceedure",1560,4754
"Code of Comunidades 1961",3,4755
"Code of Cr Pr Amendment ,Act,1984 Bihar",303,4756
"Code of Cr Pr Amendment Act Bihar",37,4757
"Code of Cr Pr Amendment Act,1974 Bihar",6,4758
"Code of Criminal Procedure",8630668,4759
"Code of Criminal Procedure (Bombay Third Amendment) Act",988,4760
"Code of Criminal Procedure (Tripura Amendment) Act, 1983",28,4761
"Code of Criminal Procedure CrPC 1973",633,4762
"CodeofCivilProcedure",584990,4763
"Coffee Act",581,4764
"Coffee Act 1942",1,4765
"Coffee Act, 1942",1,4766
"CoffeeAct",1010,4767
"Coinage Act",80,4768
"Coinage Act, 1906",1,4769
"CoinageAct",7,4770
"Coir Industry Act",57,4771
"Coir Workers Welfare Fund Act, 1987 (Kerala)",10,4772
"CoirIndustryAct",3,4773
"Coking Coal Mines (Emergency Provisions) Act",10,4774
"Coking Coal Mines (Nationalisation) Act",16,4775
"Coking Coal Mines Nationalisation Act",1,4776
"CokingCoalMines(EmergencyProvisions)Act",2,4777
"CokingCoalMines(Nationalisation)Act",2,4778
"Col 13 Rule 1(i) B of Hindu Marriage Act 1955",1,4779
"Col 2 Contempt of Court Act",1,4780
"Collection Of Statistics Act",3,4781
"Collection of Statistics Act",221,4782
"Collection of Statistics Act 2008",99,4783
"CollectionofStatisticsAct",6,4784
"Collective Fines (Imposition)Act  (Bihar)",75,4785
"Colm. 376 , 506 of IPC",3,4786
"Colonial Courts of Admiralty (India) Act",23,4787
"Coloum 3,9 R/W 12 Passport Act and Coloum 14 Farinars Act.",2,4788
"Commanders in Chief (Change in Designation) Act",179,4789
"Commanders-in-Chief (Change in Designation) Act",42,4790
"Commercial Courts Act 2015 and Amendment Act 2018",1,4791
"Commercial Courts Act, 2015",18,4792
"Commercial Courts Commercial Division and Commercial Appellate Division of High Courts Act, 2015",1,4793
"Commercial Courts, Commercial Deivision and Commercial Appellate Division of High Courts Act, 2015",9,4794
"Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Act",580,4795
"Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Act, 201",12,4796
"Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Act, 2015",95,4797
"Commercial Courts, Commercial division and commercial appellate div. of High Courts Act 2015",2,4798
"Commercial Courts,Commercial Division and Commercial Appelate Division of High Courts Act,2015",5,4799
"Commercial Documents Evidence Act",483,4800
"Commercial Estabilishment Act 1958",42,4801
"Commercial dispute Act. 2015",1,4802
"CommercialDocumentsEvidenceAct",39,4803
"Commericial Taxes Act",17,4804
"Commission for Backward Classes Act",5,4805
"Commission for women Act",1,4806
"Commission of Inquiry Act",5,4807
"Commission of Inquiry Act, 1952",1,4808
"Commission of Sati (Prevention) Act, 1987",15,4809
"CommissionofSati(Prevention)Act",5,4810
"Commissions for Protection of Child Rights Act, 2006",93,4811
"Commissions for Protection of Child Rights Act, 2006 2006",700,4812
"Commissions of Inquiry (M.P.Amendment) Act 1966",1,4813
"Commissions of Inquiry Act",48,4814
"CommissionsforProtectionofChildRightsAct",34,4815
"CommissionsofInquiryAct",5,4816
"Companies (Acceptance of Deposits) Rules",7,4817
"Companies (Adjudication of Penalties) Rules",4,4818
"Companies (Amendment) Act",620,4819
"Companies (Amendment) Act 1988",1,4820
"Companies (Appointment of Sole Agents) Rules",4,4821
"Companies (Branch Audit Exemption) Rules",11,4822
"Companies (Declaration of Beneficial Interest in Shares) Rules",270,4823
"Companies (Declaration of Dividend out of Reserves) Rules",1,4824
"Companies (Donations to National Funds) Act",109,4825
"Companies (Inspection, Investigation and Inquiry) Rules",1,4826
"Companies (Issue of Share Certificate) Rules",40,4827
"Companies (Profits) Surtax Act",24,4828
"Companies (Transfer of Profits to Reserves) Rules",2,4829
"Companies Act",6377,4830
"Companies Act  \",916,4831
"Companies Act -2013",262,4832
"Companies Act 1956",9,4833
"Companies Act 2013",72,4834
"Companies Act \",329,4835
"Companies Act, 1956",541,4836
"Companies Act, 2013",309,4837
"Companies Act,1956",1428,4838
"Companies Act.",51,4839
"Companies Liquidation Accounts Rules",1,4840
"Companies(Amendment)Act",27,4841
"Companies(DonationstoNationalFunds)Act",3,4842
"Companies(Profits)SurtaxAct",4,4843
"CompaniesAct",271,4844
"Company Act",7557,4845
"Company Secretaries Act",122,4846
"CompanySecretariesAct",3,4847
"Compensation For Tenants Improvements Act, 1958 (Kerala)",8,4848
"Compensation Suite",4,4849
"Compensation and Rehabilitation Act 1954",114,4850
"Competition Act",1,4851
"Competition Act, 2002",118,4852
"CompetitionAct",93,4853
"Complaint",60,4854
"Complaint U/S 25",95,4855
"Complaint Under Rule 22 of the Payment of Wages(MINES) Rules,1956",35,4856
"Complaint Under Rule 22 of the payment of Wages(MINES)",2,4857
"Comptroller and Auditor General's (Duties, Powers and  Conditions of",141,4858
"Comptroller and Auditor General's (Duties, Powers and Conditions of",1,4859
"Comptroller and Auditor General's (Duties, Powers and Conditions of Service) Act",1,4860
"Comptroller and Auditor Generals Duties, Powers and  Conditions of",5,4861
"Compulsory Deposit Scheme Act",27,4862
"CompulsoryDepositSchemeAct",2,4863
"Concillation",3,4864
"Conduct of Examination Act (Bihar)",76,4865
"Conjugal Right",2,4866
"Conjugal Right Act",4,4867
"Conjugal Rights",3,4868
"Connected",7,4869
"Cons. Protection Act",326,4870
"Conservation of Foreign Exchange and Prevention of  Smuggling  Activities Act",92,4871
"Conservation of Foreign Exchange and Prevention of Smuggling Activities Act",1,4872
"Conservation of Foreign Exchange and Prevention of Smuggling Activities Act, 1974",17,4873
"Conservation of Forest Act, 1980",9,4874
"ConservationofForeignExchangeandPreventionofSmugglingActivitiesAct",7,4875
"Consolidated provisions of M.P. Adaptation of laws Order 1957",1,4876
"Consolidation of Holdings Act",1,4877
"Constitution of India",50,4878
"Constract labour  Prohibition and Controlact",193,4879
"Consumer Act",32,4880
"Consumer Protection Act",4617,4881
"Consumer Protection Act.",7,4882
"ConsumerProtectionAct",30,4883
"Consumption of Tubacco Prevention Act",16,4884
"Contact Labour (Abolution) act 1970 Sec 23,24",14,4885
"Contempt  Of Courts Act",9,4886
"Contempt Act 1971",1,4887
"Contempt Of Court",14,4888
"Contempt Of Court Act",2133,4889
"Contempt Of Courts Act",1,4890
"Contempt of Court",207,4891
"Contempt of Court  \",39,4892
"Contempt of Court 1971",1,4893
"Contempt of Court Act",4,4894
"Contempt of Court Act 1971",1488,4895
"Contempt of Court Act, 1971",1,4896
"Contempt of Court \",53,4897
"Contempt of Courts Act",2012,4898
"Contempt of Courts Act 1971",186,4899
"Contempt of Courts Act, 1971",8,4900
"ContemptofCourtsAct",13,4901
"Contingency Fund Act",1,4902
"Contingency Fund Act 1957",1,4903
"Contingency Fund of India Act",21,4904
"ContingencyFundofIndiaAct",13,4905
"Continuance of Legal Proceedings Act",1945,4906
"ContinuanceofLegalProceedingsAct",17,4907
"Contonment Act 1924",388,4908
"Contract (M.P.Amendment) Act 1938",1,4909
"Contract Act",76,4910
"Contract Act 1872",1,4911
